Tarih,NoktaAdi,ParametreAdiRaw,ParametreAdi,Birim,DegerRaw,Deger,DegerCensor,DegerLimit
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Arsenik (As),Arsenik,μg/L,"3,94",3.94,,3.94
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Demir (Fe),Demir,μg/L,"17,11",17.11,,17.11
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Klorür (Cl⁻),Klorür,mg/L,30,30.0,,30.0
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Koku,Koku,nan,UYGUN,,ND,
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Renk,Renk,nan,UYGUN,,ND,
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Toplam sertlik,Toplam Sertlik,Fr,31,31.0,,31.0
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,pH,pH,nan,"7,5 (24 °C)",7.5,,7.5
2025-02-19,Hürriyet Cad. Polis Mer. No:86 Atatürk - BORNOVA,İletkenlik,İletkenlik,μS/cm,630 (25 °C),630.0,,630.0
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Alüminyum (Al),Alüminyum,μg/L,"14,82",14.82,,14.82
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Arsenik (As),Arsenik,μg/L,"1,05",1.05,,1.05
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Demir (Fe),Demir,μg/L,"92,46",92.46,,92.46
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Klorür (Cl⁻),Klorür,mg/L,51,51.0,,51.0
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Koku,Koku,nan,UYGUN,,ND,
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Renk,Renk,nan,UYGUN,,ND,
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Toplam sertlik,Toplam Sertlik,Fr,26,26.0,,26.0
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-02-19,I.sivri Cd. İle 254 Sok.. Kvs. Kozağaç - BUCA,İletkenlik,İletkenlik,μS/cm,518 (25 °C),518.0,,518.0
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Alüminyum (Al),Alüminyum,μg/L,"17,22",17.22,,17.22
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Arsenik (As),Arsenik,μg/L,"3,05",3.05,,3.05
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Demir (Fe),Demir,μg/L,"21,89",21.89,,21.89
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Klorür (Cl⁻),Klorür,mg/L,33,33.0,,33.0
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Koku,Koku,nan,UYGUN,,ND,
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Renk,Renk,nan,UYGUN,,ND,
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Toplam sertlik,Toplam Sertlik,Fr,28,28.0,,28.0
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-02-19,Kazım Dirik Cad. No.46 - GÜZELBAHÇE,İletkenlik,İletkenlik,μS/cm,583 (25 °C),583.0,,583.0
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Alüminyum (Al),Alüminyum,μg/L,"8,40",8.4,,8.4
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Arsenik (As),Arsenik,μg/L,"5,23",5.23,,5.23
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Demir (Fe),Demir,μg/L,"15,66",15.66,,15.66
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Klorür (Cl⁻),Klorür,mg/L,29,29.0,,29.0
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Koku,Koku,nan,UYGUN,,ND,
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Renk,Renk,nan,UYGUN,,ND,
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Toplam sertlik,Toplam Sertlik,Fr,30,30.0,,30.0
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-02-19,Koşuyolu Cad. Efeler Mah. No:41 Avni Naili Limboz Camii - BUCA,İletkenlik,İletkenlik,μS/cm,566 (25 °C),566.0,,566.0
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Alüminyum (Al),Alüminyum,μg/L,"43,25",43.25,,43.25
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Arsenik (As),Arsenik,μg/L,"4,97",4.97,,4.97
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Demir (Fe),Demir,μg/L,"122,6",122.6,,122.6
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Klorür (Cl⁻),Klorür,mg/L,26,26.0,,26.0
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Koku,Koku,nan,UYGUN,,ND,
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Renk,Renk,nan,UYGUN,,ND,
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Toplam sertlik,Toplam Sertlik,Fr,29,29.0,,29.0
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-02-19,Mrk. Bornova Jandarma Komando Ambarlar Yanı - BORNOVA,İletkenlik,İletkenlik,μS/cm,627 (25 °C),627.0,,627.0
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Alüminyum (Al),Alüminyum,μg/L,"16,97",16.97,,16.97
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Arsenik (As),Arsenik,μg/L,"3,70",3.7,,3.7
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Demir (Fe),Demir,μg/L,"14,69",14.69,,14.69
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Klorür (Cl⁻),Klorür,mg/L,30,30.0,,30.0
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Koku,Koku,nan,UYGUN,,ND,
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Renk,Renk,nan,UYGUN,,ND,
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Toplam sertlik,Toplam Sertlik,Fr,31,31.0,,31.0
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,pH,pH,nan,"7,5 (24 °C)",7.5,,7.5
2025-02-19,Sakarya Cad.no:112 Manavkuyu - BAYRAKLI,İletkenlik,İletkenlik,μS/cm,626 (25 °C),626.0,,626.0
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Alüminyum (Al),Alüminyum,μg/L,"15,87",15.87,,15.87
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Arsenik (As),Arsenik,μg/L,"3,23",3.23,,3.23
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Demir (Fe),Demir,μg/L,"22,07",22.07,,22.07
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Klorür (Cl⁻),Klorür,mg/L,33,33.0,,33.0
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Koku,Koku,nan,UYGUN,,ND,
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,4",0.4,,0.4
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Renk,Renk,nan,UYGUN,,ND,
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Toplam sertlik,Toplam Sertlik,Fr,28,28.0,,28.0
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,Tuzluluk,Tuzluluk,%0,0,0.0,,0.0
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,pH,pH,nan,"7,3 (24 °C)",7.3,,7.3
2025-02-19,İzsu Narlıdere Teknik Amirlik - NARLIDERE,İletkenlik,İletkenlik,μS/cm,581 (25 °C),581.0,,581.0
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Alüminyum (Al),Alüminyum,μg/L,"15,33",15.33,,15.33
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Arsenik (As),Arsenik,μg/L,"3,82",3.82,,3.82
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Demir (Fe),Demir,μg/L,"13,99",13.99,,13.99
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Klorür (Cl⁻),Klorür,mg/L,30,30.0,,30.0
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Koku,Koku,nan,UYGUN,,ND,
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Renk,Renk,nan,UYGUN,,ND,
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Toplam sertlik,Toplam Sertlik,Fr,31,31.0,,31.0
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,pH,pH,nan,"7,5 (24 °C)",7.5,,7.5
2025-02-19,Şehitler Cad. No:22 H.mustafa Gökdemir Camii Evka-3 - BORNOVA,İletkenlik,İletkenlik,μS/cm,631 (25 °C),631.0,,631.0
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Alüminyum (Al),Alüminyum,μg/L,"9,86",9.86,,9.86
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Arsenik (As),Arsenik,μg/L,"5,30",5.3,,5.3
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Demir (Fe),Demir,μg/L,"17,08",17.08,,17.08
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Koku,Koku,nan,UYGUN,,ND,
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Renk,Renk,nan,UYGUN,,ND,
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Toplam sertlik,Toplam Sertlik,Fr,32,32.0,,32.0
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,pH,pH,nan,"7,4 (24 °C)",7.4,,7.4
2025-02-26,1643/7 Sok. No:8 Adalet Mah. - BAYRAKLI,İletkenlik,İletkenlik,μS/cm,643 (25 °C),643.0,,643.0
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Alüminyum (Al),Alüminyum,μg/L,"21,29",21.29,,21.29
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Arsenik (As),Arsenik,μg/L,"4,96",4.96,,4.96
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Demir (Fe),Demir,μg/L,"99,54",99.54,,99.54
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Koku,Koku,nan,UYGUN,,ND,
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Renk,Renk,nan,UYGUN,,ND,
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Toplam sertlik,Toplam Sertlik,Fr,33,33.0,,33.0
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,pH,pH,nan,"7,4 (24 °C)",7.4,,7.4
2025-02-26,1754 Sok. No:25 Asm Mevlana - BORNOVA,İletkenlik,İletkenlik,μS/cm,645 (25 °C),645.0,,645.0
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Alüminyum (Al),Alüminyum,μg/L,"15,77",15.77,,15.77
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Arsenik (As),Arsenik,μg/L,"3,58",3.58,,3.58
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Demir (Fe),Demir,μg/L,"15,72",15.72,,15.72
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,E.coli,E.Coli,Sayı/100 ml,0,0.0,,0.0
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Klorür (Cl⁻),Klorür,mg/L,28,28.0,,28.0
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Koku,Koku,nan,UYGUN,,ND,
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Koliform Bakteri,Koliform Bakteri,nan,0,0.0,,0.0
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Nitrit (NO₂),Nitrit,mg/L,<0.13,0.065,<,0.13
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Oksitlenebilirlik,Oksitlenebilirlik,mg/L O2,"0,6",0.6,,0.6
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Renk,Renk,nan,UYGUN,,ND,
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Toplam sertlik,Toplam Sertlik,Fr,29,29.0,,29.0
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,Tuzluluk,Tuzluluk,%0,"0,1",0.1,,0.1
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,pH,pH,nan,"7,5 (24 °C)",7.5,,7.5
2025-02-26,1799 Sok No:14 Bostanlı - KARŞIYAKA,İletkenlik,İletkenlik,μS/cm,625 (25 °C),625.0,,625.0
2025-02-26,220 Sok. No:163/b Çamlıkule - BUCA,Alüminyum (Al),Alüminyum,μg/L,"12,18",12.18,,12.18
2025-02-26,220 Sok. No:163/b Çamlıkule - BUCA,Amonyum (NH₄⁺),Amonyum,mg/L,<0.06,0.03,<,0.06
2025-02-26,220 Sok. No:163/b Çamlıkule - BUCA,Arsenik (As),Arsenik,μg/L,"1,04",1.04,,1.04
2025-02-26,220 Sok. No:163/b Çamlıkule - BUCA,Bulanıklık,Bulanıklık,nan,UYGUN,,ND,
2025-02-26,220 Sok. No:163/b Çamlıkule - BUCA,C.perfringens,C.Perfringens,Sayı/100 ml,0,0.0,,0.0
2025-02-26,220 Sok. No:163/b Çamlıkule - BUCA,Demir (Fe),Demir,μg/L,"91,56",91.56,,91.56
