Tarih,NoktaId,NoktaTanimi,ParametreAdi,Birim,Deger,Standart
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Bulanıklık, ,0.6,Tüketicilerce Kabul Edilebilir
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Tuzluluk,%0,0.1,---
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,C.perfringens,Sayı/100 ml,0,0
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,C.perfringens,Sayı/100 ml,0,0
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Toplam sertlik,Fr,31,---
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,pH, ,7.6 (25 °C),"6,5-9,5"
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Oksitlenebilirlik,mg/L O2,0.4,5
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Alüminyum (Al),µg/L,14.28,200
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Koliform Bakteri, ,0,0
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Koliform Bakteri, ,0,0
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,İletkenlik,µS/cm,671 (25 °C),2500
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Klorür (Cl⁻),mg/L,27,250
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Demir (Fe),µg/L,38.65,200
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,E.coli,Sayı/100 ml,0,0
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,E.coli,Sayı/100 ml,0,0
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,50,1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,Arsenik (As),µg/L,4.21,10
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Klorür (Cl⁻),mg/L,27,250
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Tuzluluk,%0,0.1,---
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Koliform Bakteri, ,0,0
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Koliform Bakteri, ,0,0
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,C.perfringens,Sayı/100 ml,0,0
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,C.perfringens,Sayı/100 ml,0,0
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,İletkenlik,µS/cm,671 (25 °C),2500
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Toplam sertlik,Fr,31,---
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Alüminyum (Al),µg/L,16.51,200
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,E.coli,Sayı/100 ml,0,0
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,E.coli,Sayı/100 ml,0,0
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Demir (Fe),µg/L,58.99,200
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,pH, ,7.6 (25 °C),"6,5-9,5"
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Oksitlenebilirlik,mg/L O2,0.4,5
13.08.2025,51,Hakan Uysal Cad. No:273/1 Çay Mahallesi,Arsenik (As),µg/L,4.55,10
13.08.2025,52,113/19 Sok. No:10 İzyuva,E.coli,Sayı/100 ml,0,0
13.08.2025,52,113/19 Sok. No:10 İzyuva,E.coli,Sayı/100 ml,0,0
13.08.2025,52,113/19 Sok. No:10 İzyuva,Oksitlenebilirlik,mg/L O2,0.4,5
13.08.2025,52,113/19 Sok. No:10 İzyuva,Demir (Fe),µg/L,52.83,200
13.08.2025,52,113/19 Sok. No:10 İzyuva,Koliform Bakteri, ,0,0
13.08.2025,52,113/19 Sok. No:10 İzyuva,Koliform Bakteri, ,0,0
13.08.2025,52,113/19 Sok. No:10 İzyuva,Bulanıklık, ,0.5,Tüketicilerce Kabul Edilebilir
13.08.2025,52,113/19 Sok. No:10 İzyuva,Toplam sertlik,Fr,30,---
13.08.2025,52,113/19 Sok. No:10 İzyuva,Arsenik (As),µg/L,4.38,10
13.08.2025,52,113/19 Sok. No:10 İzyuva,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,52,113/19 Sok. No:10 İzyuva,pH, ,7.5 (25 °C),"6,5-9,5"
13.08.2025,52,113/19 Sok. No:10 İzyuva,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,52,113/19 Sok. No:10 İzyuva,Alüminyum (Al),µg/L,16.33,200
13.08.2025,52,113/19 Sok. No:10 İzyuva,C.perfringens,Sayı/100 ml,0,0
13.08.2025,52,113/19 Sok. No:10 İzyuva,C.perfringens,Sayı/100 ml,0,0
13.08.2025,52,113/19 Sok. No:10 İzyuva,Tuzluluk,%0,0.1,---
13.08.2025,52,113/19 Sok. No:10 İzyuva,Klorür (Cl⁻),mg/L,30,250
13.08.2025,52,113/19 Sok. No:10 İzyuva,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,52,113/19 Sok. No:10 İzyuva,İletkenlik,µS/cm,661 (25 °C),2500
13.08.2025,52,113/19 Sok. No:10 İzyuva,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,E.coli,Sayı/100 ml,0,0
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,E.coli,Sayı/100 ml,0,0
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Tuzluluk,%0,0.1,---
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Toplam sertlik,Fr,30,---
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Arsenik (As),µg/L,4.46,10
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,C.perfringens,Sayı/100 ml,0,0
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,C.perfringens,Sayı/100 ml,0,0
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Alüminyum (Al),µg/L,17.11,200
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,pH, ,7.5 (25 °C),"6,5-9,5"
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Koliform Bakteri, ,0,0
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Koliform Bakteri, ,0,0
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,İletkenlik,µS/cm,660 (25 °C),2500
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Klorür (Cl⁻),mg/L,30,250
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Oksitlenebilirlik,mg/L O2,0.4,5
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,53,Ankara Cad. İle Atatürk Cad. Kav.,Demir (Fe),µg/L,51.77,200
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Tuzluluk,%0,0.1,---
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Toplam sertlik,Fr,29,---
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Oksitlenebilirlik,mg/L O2,0.6,5
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,İletkenlik,µS/cm,669 (25 °C),2500
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Koliform Bakteri, ,0,0
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Koliform Bakteri, ,0,0
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Bulanıklık, ,0.6,Tüketicilerce Kabul Edilebilir
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,C.perfringens,Sayı/100 ml,0,0
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,C.perfringens,Sayı/100 ml,0,0
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Alüminyum (Al),µg/L,11.79,200
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Arsenik (As),µg/L,4.33,10
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,E.coli,Sayı/100 ml,0,0
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,E.coli,Sayı/100 ml,0,0
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Klorür (Cl⁻),mg/L,30,250
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Demir (Fe),µg/L,46.62,200
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,pH, ,7.5 (25 °C),"6,5-9,5"
13.08.2025,54,Mrk. Bornova Jandarma Komando Ambarlar Yanı,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Demir (Fe),µg/L,43.62,200
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Arsenik (As),µg/L,4.13,10
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,İletkenlik,µS/cm,662 (25 °C),2500
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Toplam sertlik,Fr,30,---
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Koliform Bakteri, ,0,0
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Koliform Bakteri, ,0,0
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Bulanıklık, ,0.7,Tüketicilerce Kabul Edilebilir
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,E.coli,Sayı/100 ml,0,0
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,E.coli,Sayı/100 ml,0,0
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,C.perfringens,Sayı/100 ml,0,0
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,C.perfringens,Sayı/100 ml,0,0
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,pH, ,7.5 (25 °C),"6,5-9,5"
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Alüminyum (Al),µg/L,10.66,200
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Tuzluluk,%0,0.1,---
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Klorür (Cl⁻),mg/L,30,250
13.08.2025,55,1754 Sok. No:25 Asm Mevlana,Oksitlenebilirlik,mg/L O2,0.4,5
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Tuzluluk,%0,0.1,---
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Demir (Fe),µg/L,28.34,200
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Toplam sertlik,Fr,30,---
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Oksitlenebilirlik,mg/L O2,0.6,5
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,İletkenlik,µS/cm,664 (25 °C),2500
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Bulanıklık, ,0.5,Tüketicilerce Kabul Edilebilir
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Alüminyum (Al),µg/L,16.88,200
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,E.coli,Sayı/100 ml,0,0
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,E.coli,Sayı/100 ml,0,0
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Klorür (Cl⁻),mg/L,30,250
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,pH, ,7.5 (25 °C),"6,5-9,5"
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Koliform Bakteri, ,0,0
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Koliform Bakteri, ,0,0
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,C.perfringens,Sayı/100 ml,0,0
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,C.perfringens,Sayı/100 ml,0,0
13.08.2025,56,A.İpekçi Cd. İle 4040 Sok. Kvs. Yesilova,Arsenik (As),µg/L,3.89,10
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,C.perfringens,Sayı/100 ml,0,0
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,C.perfringens,Sayı/100 ml,0,0
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Bulanıklık, ,0.7,Tüketicilerce Kabul Edilebilir
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Klorür (Cl⁻),mg/L,30,250
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Alüminyum (Al),µg/L,14.41,200
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Arsenik (As),µg/L,4.00,10
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Toplam sertlik,Fr,30,---
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,pH, ,7.5 (25 °C),"6,5-9,5"
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Demir (Fe),µg/L,40.21,200
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Tuzluluk,%0,0.1,---
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Oksitlenebilirlik,mg/L O2,0.6,5
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Koliform Bakteri, ,0,0
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,Koliform Bakteri, ,0,0
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,E.coli,Sayı/100 ml,0,0
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,E.coli,Sayı/100 ml,0,0
13.08.2025,57,Fatih cd. İle Beyazıt Cd. Tuğlacı Önü Mersinli,İletkenlik,µS/cm,665 (25 °C),2500
13.08.2025,59,Hürriyet Bulvarı No:14/E,C.perfringens,Sayı/100 ml,0,0
13.08.2025,59,Hürriyet Bulvarı No:14/E,C.perfringens,Sayı/100 ml,0,0
13.08.2025,59,Hürriyet Bulvarı No:14/E,Toplam sertlik,Fr,32,---
13.08.2025,59,Hürriyet Bulvarı No:14/E,Oksitlenebilirlik,mg/L O2,0.4,5
13.08.2025,59,Hürriyet Bulvarı No:14/E,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,59,Hürriyet Bulvarı No:14/E,E.coli,Sayı/100 ml,0,0
13.08.2025,59,Hürriyet Bulvarı No:14/E,E.coli,Sayı/100 ml,0,0
13.08.2025,59,Hürriyet Bulvarı No:14/E,Demir (Fe),µg/L,61.34,200
13.08.2025,59,Hürriyet Bulvarı No:14/E,Arsenik (As),µg/L,4.44,10
13.08.2025,59,Hürriyet Bulvarı No:14/E,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,59,Hürriyet Bulvarı No:14/E,İletkenlik,µS/cm,641 (25 °C),2500
13.08.2025,59,Hürriyet Bulvarı No:14/E,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,59,Hürriyet Bulvarı No:14/E,Alüminyum (Al),µg/L,16.60,200
13.08.2025,59,Hürriyet Bulvarı No:14/E,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,59,Hürriyet Bulvarı No:14/E,Bulanıklık, ,0.3,Tüketicilerce Kabul Edilebilir
13.08.2025,59,Hürriyet Bulvarı No:14/E,Tuzluluk,%0,0.1,---
13.08.2025,59,Hürriyet Bulvarı No:14/E,Klorür (Cl⁻),mg/L,27,250
13.08.2025,59,Hürriyet Bulvarı No:14/E,Koliform Bakteri, ,0,0
13.08.2025,59,Hürriyet Bulvarı No:14/E,Koliform Bakteri, ,0,0
13.08.2025,59,Hürriyet Bulvarı No:14/E,pH, ,7.7 (25 °C),"6,5-9,5"
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,E.coli,Sayı/100 ml,0,0
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,E.coli,Sayı/100 ml,0,0
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,İletkenlik,µS/cm,625 (25 °C),2500
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Bulanıklık, ,0.5,Tüketicilerce Kabul Edilebilir
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Toplam sertlik,Fr,28,---
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Koliform Bakteri, ,0,0
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Koliform Bakteri, ,0,0
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Oksitlenebilirlik,mg/L O2,0.4,5
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,C.perfringens,Sayı/100 ml,0,0
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,C.perfringens,Sayı/100 ml,0,0
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,pH, ,7.7 (25 °C),"6,5-9,5"
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Alüminyum (Al),µg/L,8.86,200
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Arsenik (As),µg/L,9.28,10
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Tuzluluk,%0,0.1,---
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Klorür (Cl⁻),mg/L,25,250
13.08.2025,60,Dicle Cad. No:88 Aile Sağlığı Merkezi,Demir (Fe),µg/L,157.5,200
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,C.perfringens,Sayı/100 ml,0,0
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,C.perfringens,Sayı/100 ml,0,0
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,İletkenlik,µS/cm,625 (25 °C),2500
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Koliform Bakteri, ,0,0
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Koliform Bakteri, ,0,0
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,pH, ,7.7 (25 °C),"6,5-9,5"
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Demir (Fe),µg/L,118.5,200
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Bulanıklık, ,0.6,Tüketicilerce Kabul Edilebilir
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Klorür (Cl⁻),mg/L,25,250
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Oksitlenebilirlik,mg/L O2,0.6,5
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Alüminyum (Al),µg/L,9.07,200
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Tuzluluk,%0,0.1,---
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Arsenik (As),µg/L,7.74,10
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,E.coli,Sayı/100 ml,0,0
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,E.coli,Sayı/100 ml,0,0
13.08.2025,61,3513 İle 3514 Sok. Kvs Levent,Toplam sertlik,Fr,28,---
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Koliform Bakteri, ,0,0
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Koliform Bakteri, ,0,0
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,E.coli,Sayı/100 ml,0,0
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,E.coli,Sayı/100 ml,0,0
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,İletkenlik,µS/cm,630 (25 °C),2500
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Tuzluluk,%0,0.1,---
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Renk, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Koku, ,0,Tüketicilerce Kabul Edilebilir
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Bulanıklık, ,0.7,Tüketicilerce Kabul Edilebilir
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,pH, ,7.7 (25 °C),"6,5-9,5"
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Demir (Fe),µg/L,152.1,200
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Arsenik (As),µg/L,8.98,10
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Toplam sertlik,Fr,28,---
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Nitrit (NO₂),mg/L,<0.13,"0,5"
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,C.perfringens,Sayı/100 ml,0,0
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,C.perfringens,Sayı/100 ml,0,0
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Oksitlenebilirlik,mg/L O2,0.4,5
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Alüminyum (Al),µg/L,8.70,200
13.08.2025,62,914 Sok. No.7/A Ufuk Mah.,Klorür (Cl⁻),mg/L,25,250
13.08.2025,64,3 İle 3/8 Sok. Kvs. Adatepe,Koliform Bakteri, ,0,0
13.08.2025,64,3 İle 3/8 Sok. Kvs. Adatepe,Koliform Bakteri, ,0,0
13.08.2025,64,3 İle 3/8 Sok. Kvs. Adatepe,C.perfringens,Sayı/100 ml,0,0
13.08.2025,64,3 İle 3/8 Sok. Kvs. Adatepe,C.perfringens,Sayı/100 ml,0,0
13.08.2025,64,3 İle 3/8 Sok. Kvs. Adatepe,İletkenlik,µS/cm,506 (25 °C),2500
13.08.2025,64,3 İle 3/8 Sok. Kvs. Adatepe,Demir (Fe),µg/L,56.70,200
13.08.2025,64,3 İle 3/8 Sok. Kvs. Adatepe,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
